ImagePath,Label,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69
train_nb\scc\scc00012.jpg,scc,39.21530253837822,131.25702226633516,124.84072564575109,146.8078420518956,2.8416289833201205,4.923961263435911,4.463582211689139,4.97505116175109,0.46095311415347057,0.4101139203894561,0.4431881026397643,0.41564616407531674,0.13224486059727691,0.1290251061291941,0.1319997877886465,0.1289412306537405,0.9968675281053787,0.9895140957654633,0.9900277829629143,0.9882717675636902,0.017488703154393204,0.0166474780116498,0.017423943976247705,0.016625840962501106,0.8560138658157096,498.73596759393183,0.332093606345698,0.01920226124807386,164.98667687738234,24925.89408707692,11.46214159397733,110.50699394137614,11.46214159397733,18916.0,27291.0,13081.0,34619.0,51554.0,41752.0,21587.0,27868.0,80508.0,59820.0,192317.0,2337.0,0.0,2.0,991.0,0.0,0.0,0.0,0.0,1488.0,2567.0,0.0,127.0,35331.0,36555.0,0.0,44.0,98.0,0.0,0.0,0.0,0.0,9870.0,50694.0,0.0,1370.0,43205.0
train_nb\scc\scc00013.jpg,scc,6.720447745795929,13.220003934928778,8.592193308550229,10.98601029294518,1.7173733622201588,2.4075861283408098,1.956856670797191,2.240548404800619,0.465313358950155,0.37879336297267974,0.4283184492640525,0.38767501210835076,0.05533538456452027,0.0478431150175382,0.052105292589420836,0.04873911858705318,0.9948004849812955,0.989794208787132,0.9933568641547716,0.9915141951677092,0.0030620047849033486,0.002288963654581389,0.0027149615158291542,0.002375501680642833,0.9384779913752724,178.89439962707843,-0.8128539394567567,0.0021503597717310394,403.42415846497397,2575.5524525111555,11.47210071079351,9.8758373997188,11.47210071079351,3645.0,6440.0,4485.0,11957.0,13084.0,14805.0,9342.0,9205.0,10369.0,13868.0,0.0,1431.0,288.0,0.0,55.0,1712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10137.0,0.0,0.0,10190.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,73379.0
train_nb\scc\scc00014.jpg,scc,7.399609970721191,9.737578139761464,6.375751231461619,11.715836058855418,1.8379040442954229,2.1590658090475863,1.7812541513674944,2.3847204000330153,0.42865678120090955,0.3836072936092251,0.43075740424605935,0.35789315311898845,0.04646960013403452,0.0430372733830555,0.0467784306610919,0.04083761859706171,0.9943044336277669,0.9924388039555915,0.9951013729292132,0.9909243701229986,0.002159423736617061,0.0018522069002478573,0.002188221575114583,0.0016677110926790804,0.9445025116785805,67.99630856240346,-0.24076753843138718,0.0013687411171427015,321.8384526511299,2577.2070896731275,11.698621363119914,8.805629454723851,11.698621363119914,15464.0,23861.0,18683.0,44519.0,56190.0,58784.0,38257.0,32266.0,38678.0,50294.0,7009.0,929.0,0.0,0.0,763.0,106.0,0.0,0.0,0.0,190.0,1072.0,5.0,4.0,18188.0,257497.0,0.0,0.0,7897.0,0.0,0.0,0.0,0.0,1102.0,26831.0,0.0,122.0,55281.0
train_nb\scc\scc00015.jpg,scc,3.077498392590509,4.309764775699981,3.123138194706435,4.513679946988722,1.227154858627672,1.4424500158341984,1.2456785924937959,1.4757444068031178,0.5231321649513834,0.4815691357754252,0.5181620667962564,0.47515085256200396,0.05390915002989625,0.05034706444677405,0.053167025557577845,0.04985320959062842,0.9989681714412092,0.9985463616716709,0.9989531137581835,0.9984776195483324,0.0029061964569458624,0.00253482689840762,0.002826732606640136,0.002485342506487125,0.9691371694534051,180.25287120523717,-0.6724756470044948,0.0018919073430733989,274.3004403371132,5943.453096577896,11.244881821587047,3.755485933010792,11.244881821587047,17609.0,23726.0,16761.0,40108.0,44784.0,51996.0,34042.0,38553.0,51112.0,58305.0,29453.0,3540.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,47.0,2763.0,0.0,0.0,125234.0,171887.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,349.0,42887.0,0.0,3.0,443.0
train_nb\scc\scc00016.jpg,scc,3.3874733648261643,5.565379262259557,3.522939460441782,5.490405009460633,1.292628234081333,1.628742658388533,1.3423782221253986,1.6551498393960127,0.5243552423719298,0.47655274923296725,0.5122471487903657,0.4635984666381376,0.06263089887652266,0.058680537185408874,0.06160829003987131,0.058210376340827784,0.9995315103700086,0.9992290625573697,0.999514605389914,0.999239602842328,0.003922629494081208,0.0034434054443681535,0.0037955814016369066,0.0033884479137408032,0.9466143423473926,510.1836067361922,-1.7041608173149747,0.007705234720155926,277.4525700291564,14425.860740342701,11.35379078359669,4.490704659037879,11.35379078359669,12905.0,20174.0,12308.0,41341.0,61453.0,62015.0,31608.0,32136.0,56176.0,46880.0,63925.0,5170.0,0.0,0.0,6774.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30547.0,185279.0,0.0,0.0,61084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23939.0
train_nb\scc\scc00017.jpg,scc,3.368630805936525,4.896934020635038,2.9272122471319078,4.802152386173435,1.102518186310719,1.3437404362786731,1.0404163854807107,1.2999262844992598,0.5795241949139411,0.5272081903418931,0.592963779870907,0.539418410058866,0.07662353038413673,0.07051474365063634,0.0782919375889435,0.07245975389138928,0.9978886520169685,0.9969046753863058,0.9981649769808526,0.996969088526289,0.005871165408528724,0.004972329072114959,0.006129627491431024,0.0052504159340007045,0.953135406069648,73.28501964379083,-0.32124107252744294,0.003877545865125487,261.4010391530424,3172.157335093349,10.555185593928808,3.9980389576029283,10.555185593928808,12029.0,20763.0,11743.0,43885.0,46211.0,64342.0,35657.0,40381.0,55715.0,46270.0,24640.0,517.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,987.0,2439.0,0.0,1.0,340457.0,2.0,0.0,2888.0,77.0,0.0,0.0,0.0,0.0,2528.0,7.0,0.0,951.0,1476.0
train_nb\scc\scc00018.jpg,scc,2.919958977846965,3.4955943678164116,2.5705161245755646,4.888130739896063,1.0349325950762776,1.2486288118498345,1.033896413749862,1.293262616128531,0.5935760649681703,0.5375013344457246,0.5888337189652011,0.5372816979044368,0.07855810408260723,0.07175256905627864,0.07788809552820652,0.07184250087665049,0.9979775281505452,0.9975568712848314,0.9982206986821865,0.9965875583535942,0.00617137571705375,0.005148431166176035,0.006066555425011025,0.005161344932211526,0.9350968435225141,73.36858214717927,-0.31778839339383924,0.004045065419044846,268.2586555093326,2870.3197191627355,10.411241409855025,3.4679605557926534,10.411241409855025,11812.0,21289.0,10902.0,44591.0,44152.0,63506.0,35530.0,40699.0,57291.0,47224.0,18528.0,4796.0,0.0,0.0,11888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322006.0,19778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_nb\scc\scc00019.jpg,scc,7.885958939440851,15.792753518136996,12.487876910367655,15.677895020244224,1.655277004023524,2.2090482650070995,1.8412639405204425,2.047881869298238,0.49366890685700915,0.41988232707823125,0.4738338078827129,0.448847883496316,0.0821454018128119,0.07276038537140245,0.07950434735136484,0.07670474449946597,0.9924401324350602,0.984907306699974,0.9880362447331716,0.9850153553300748,0.006747867038988321,0.005294073679394995,0.006320941247766475,0.005883617828728356,0.9384188476885961,246.25759719213448,-1.0123860696096878,0.004375671987428666,370.6795498718055,2076.689574555469,10.361880929648226,12.956083036969646,10.361880929648226,4952.0,7458.0,4226.0,9362.0,9340.0,12022.0,8755.0,10465.0,13476.0,17144.0,463.0,2192.0,0.0,0.0,582.0,315.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,155.0,6224.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,5.0,5732.0,0.0,0.0,81436.0
train_nb\scc\scc00020.jpg,scc,27.4878468998247,44.87631897774729,27.0206216439489,38.64825879404805,3.3944186526359075,4.277919872425462,3.4858426270136205,4.353304822358663,0.285638071924699,0.2391624643150911,0.2792402469806536,0.2299233658203007,0.031972599443727004,0.028715132326708713,0.031360142493199024,0.02804362659014359,0.9730644931999599,0.955910179599822,0.9735415369467355,0.9620533548341896,0.0010222471151890122,0.0008245588245403917,0.000983458537193747,0.0007864449923274085,0.9517166442883538,38.093907320380175,-0.17890811398031842,0.0007133405011992391,373.44471611115705,2003.080900767145,12.664597631763232,34.4965418493094,12.664597631763232,4557.0,6664.0,6702.0,13091.0,15233.0,13645.0,9026.0,7559.0,7908.0,12815.0,46.0,130.0,12.0,0.0,244.0,540.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,661.0,40888.0,0.0,0.0,18780.0,0.0,0.0,0.0,0.0,2.0,68.0,0.0,0.0,35824.0
train_nb\scc\scc00021.jpg,scc,9.174394630986598,13.862716189999917,9.84313543155618,17.182540337281747,1.5591314143609472,1.8804771016236248,1.5913168004846308,2.061532484052728,0.5612200961217139,0.5348658312820233,0.5569943499119463,0.5237483373414923,0.20247204725481316,0.2005248512070799,0.20139239790360122,0.2004026838679643,0.9993386906935363,0.9990012679547675,0.9992904817370439,0.998762092980091,0.04099492991955529,0.04021021595162154,0.04055889793336244,0.04016123570148324,0.9331268161503806,704.1448628536521,1.557123718089895,0.03115464846819322,138.26571459720188,27740.838878689112,9.684210870255797,12.513246010442051,9.684210870255797,18813.0,25900.0,9562.0,31064.0,44246.0,43162.0,20282.0,23568.0,101822.0,58577.0,228818.0,558.0,34.0,0.0,4.0,0.0,0.0,0.0,0.0,373.0,1484.0,76.0,2.0,22370.0,15629.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,1482.0,50562.0,0.0,124.0,55389.0
train_nb\scc\scc00022.jpg,scc,10.871003395486497,17.34749806397026,10.44284795766,17.761630150438304,1.9796270809974972,2.5018136142151444,1.936575075322417,2.5862005647086628,0.45866544572005463,0.4080102906022387,0.4645356934420055,0.3979129678202471,0.07090858358349683,0.06873578415925359,0.07078773698503973,0.06841735555673704,0.9985346969233004,0.9976539488370971,0.9985925484621511,0.9976000468562829,0.005028027225817756,0.004724608023987498,0.005010903707463162,0.0046809345413769765,0.9399980678158266,378.7873747783291,-1.0325914967474916,0.014747703586115022,242.0711147096793,14796.75512516143,12.487585861754116,14.1029341182821,12.487585861754116,9541.0,15761.0,15382.0,49211.0,73141.0,67721.0,31600.0,25387.0,54744.0,34508.0,83859.0,7993.0,0.0,0.0,1112.0,0.0,0.0,0.0,0.0,4.0,2318.0,0.0,0.0,142047.0,55905.0,0.0,1116.0,13094.0,0.0,0.0,0.0,0.0,1951.0,17672.0,0.0,600.0,49325.0
train_nb\scc\scc00023.jpg,scc,3.4044853367057946,3.9405592265461102,1.8234054763511516,4.191340956811249,0.9443145527681961,1.0811695483129298,0.8210780536795045,1.073606391160529,0.6384553676551983,0.6013809127380028,0.6579475772551311,0.6095380055175331,0.11388592794238735,0.10818577334080057,0.11820317341743726,0.11021341358137035,0.9972164462895994,0.996757122216922,0.9985139627724575,0.9965408755131746,0.012970004583298642,0.011704161553347074,0.013971990205952748,0.012146996533258191,0.924034203346681,58.052597800741154,-0.2514606781657239,0.009841109032627757,330.88769808190114,2430.268208220932,9.668999929269694,3.339356060152815,9.668999929269694,12594.0,22449.0,7024.0,39404.0,35122.0,61346.0,28851.0,42992.0,78812.0,48402.0,8070.0,498.0,0.0,105.0,7960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67719.0,39120.0,0.0,184.0,177937.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,75401.0
train_nb\scc\scc00024.jpg,scc,5.298842665164602,8.098467409498962,4.848085190046243,7.7105588805888825,1.201292835470339,1.5207348131431886,1.2149943408558337,1.505597854000734,0.5748338683662128,0.5118794887544021,0.5641442247834666,0.513201229071949,0.07281160526689778,0.06553101489075551,0.07143372660845233,0.06571414576147092,0.9963776275136953,0.9944167527091465,0.9966882369513324,0.9946896398690477,0.005301529861542537,0.00429431391261242,0.00510277729717111,0.004318348953159847,0.9513639493480927,71.89325806888195,-0.3106727748274314,0.00364953313895747,264.321686071015,2906.3387956197066,10.70366401492226,6.487834889536808,10.70366401492226,11608.0,20856.0,11943.0,44872.0,48142.0,66679.0,36084.0,38681.0,53776.0,44355.0,18166.0,6192.0,0.0,0.0,10303.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,288071.0,53928.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,142.0
train_nb\scc\scc00025.jpg,scc,305.8042042393082,328.5797125361519,182.81003873723898,436.87228589904043,6.548676610464885,6.930082045086428,5.229973803210536,8.320606542849728,0.5478018175505226,0.5263612708455103,0.5467108150608595,0.5191840265041295,0.22699237162740246,0.22255049457881018,0.22469097137308502,0.2224080184005005,0.9782815734916436,0.976675869672247,0.9870166921621961,0.9689887545001519,0.05152553677703278,0.049528722637273016,0.050486032616580516,0.04946532664883738,0.9171168590927649,805.3586999461581,1.7843214224215653,0.04824363724837167,139.6792186675282,27854.48759645766,10.82979387700257,313.46015494229215,10.82979387700257,16820.0,22026.0,9350.0,27792.0,43948.0,33053.0,13571.0,25298.0,141421.0,43717.0,228524.0,3405.0,0.0,0.0,1029.0,0.0,0.0,0.0,0.0,1315.0,1377.0,0.0,176.0,34441.0,24374.0,0.0,5.0,4434.0,0.0,0.0,0.0,0.0,2234.0,3113.0,0.0,701.0,71868.0
train_nb\scc\scc00026.jpg,scc,18.095953047701627,26.46475627313572,14.88164152377109,25.206956933647987,2.2856326816903954,2.8162967142047792,2.1235340691106352,2.7921435775702967,0.46822541344876945,0.4326871091428167,0.4790567257580022,0.43457235258795607,0.13464543081121635,0.132397375274902,0.13463154814066566,0.13227991465441288,0.998387041518321,0.9976399891810055,0.9986735358710653,0.9977521539890916,0.01812939203833805,0.017529064979683234,0.018125653754752377,0.01749797582097876,0.9479034944442264,411.4340369625883,-0.1296637646980136,0.02437143605472837,170.9479459576601,22411.760080694046,11.309344067016788,21.158518036936734,11.309344067016788,17472.0,26101.0,14591.0,35476.0,48696.0,45060.0,25098.0,25244.0,91667.0,47591.0,169983.0,4886.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,23.0,6712.0,0.0,0.0,33720.0,90184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.0,53855.0,0.0,7.0,15516.0
train_nb\scc\scc00027.jpg,scc,3.947075046096779,7.266139569788972,4.368811473449848,7.558010373394333,0.8679586165119489,1.1412703017013204,0.9195817015691524,1.1537833083623286,0.7389228379712159,0.7092725050808384,0.7277184481601823,0.7095946216265933,0.3534466516203536,0.3495601626323452,0.35119774580719526,0.3496665230894608,0.9997268596612725,0.9994976164565965,0.9996976755392433,0.9994774364025759,0.12492453554163963,0.12219230729955163,0.12333985666005533,0.1222666773694724,0.9199128038699955,1058.8911736619284,2.9145250564335377,0.07946675601042875,116.03481747680985,28908.27589566445,8.086908106376033,5.783683063640146,8.086908106376033,11110.0,15758.0,3913.0,19619.0,35035.0,35784.0,11317.0,18683.0,195321.0,30456.0,259913.0,1388.0,49.0,0.0,408.0,514.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,10218.0,27263.0,0.0,0.0,8325.0,0.0,0.0,0.0,0.0,0.0,676.0,0.0,0.0,68220.0
train_nb\scc\scc00028.jpg,scc,14.0738471061591,21.299375588945043,17.31307311028511,23.196301167017104,2.4999277829361417,3.1375050480993325,2.6008880627839654,3.084839133901481,0.3621990587787262,0.30407014866176696,0.3541569719257867,0.30880333885926425,0.05563545031863159,0.04985261924636892,0.05485651744493822,0.05052838982011201,0.9800208836895745,0.9698117855975918,0.9754214492501074,0.9671208134766213,0.003095303332156924,0.002485283645723433,0.0030092375061868113,0.0025531181778131995,0.965263030994509,39.367505503438025,-0.2834679458978711,0.0024243238772640808,372.4914037300471,1390.8561466400788,11.491392777806832,18.964953271028037,11.491392777806832,5339.0,7443.0,5902.0,10862.0,11595.0,12162.0,8899.0,9143.0,10246.0,15609.0,8.0,169.0,0.0,0.0,1462.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392.0,13934.0,0.0,0.0,1478.0,0.0,0.0,0.0,0.0,2.0,3217.0,0.0,0.0,75524.0
